Unique ID,Name,Address,Type,Capacity,LAT,LONG,County,Address,City,State,Zip,MailingAddress,MailingCity,MailingState,MailingZip,Phone,Operation_Months,Operation_Days,Hours_Open,Hours_Close,Infant_0_To_12mos,Toddler_13mos_To_2yrs,Preschool_3yrs_To_4yrs,Pre_K_Served,School_Age_5yrs_Plus,Ages_Other_Than_Pre_K_Served,Accepts_Child_Care_Subsidy,Has_Evening_Care,Has_Drop_In_Care,Has_School_Age_Summer_Care,Has_Transport_ToFrom_School,Has_Transport_ToFrom_Home,Has_Cacfp,Accreditation_Status,Provider_Type,Exemption_Category,Available_PreK_Slots,Funded_PreK_Slots,QR_Participant,QR_Rated,QR_Rating
CCLC-2960,Grant Park Cooperative Preschool,"501 Grant Street  SE, Atlanta, GA",Child Care Learning Center,100,33.740992,-84.3766291,Fulton,501 Grant Street  SE,Atlanta,GA,30312,,,GA,,(404) 521-0440,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,8:00 AM,6:00 PM,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,CCLC,,N/A,,FALSE,FALSE,
CCLC-29631,C.O.R.E. Kids Academy,"2702 Peachtree Industrial Blvd., Duluth, GA",Child Care Learning Center,154,34.0224567,-84.140999,Gwinnett,2702 Peachtree Industrial Blvd.,Duluth,GA,30097,2702 Peachtree Industrial Blvd.,Duluth,GA,30097,(770) 495-0073,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,CCLC,,44,44,TRUE,TRUE,3
CCLC-29762,Beth Jacob Preschool,"1855 LaVista Road NE, Atlanta, GA",Child Care Learning Center,147,33.8159732,-84.3259778,DeKalb,1855 LaVista Road NE,Atlanta,GA,30329,1374 bramble road,Atlanta,GA,30329,(678) 244-6659,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,7:30 AM,5:30 PM,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GAC,CCLC,,N/A,,FALSE,FALSE,
CCLC-29790,The Goddard School,"1150 Hammond Drive  Bldg. E, Atlanta, GA",Child Care Learning Center,204,33.9194153,-84.3492241,Fulton,1150 Hammond Drive  Bldg. E,Atlanta,GA,30328,1150 Hammond Drive  Bldg. E,Atlanta,GA,30328,(770) 350-9001,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,7:00 AM,6:30 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SACS,CCLC,,N/A,,TRUE,FALSE,
CCLC-299,Minnie Howell Child Development Center,"399 Macedonia Road SE, Atlanta, GA",Child Care Learning Center,237,33.6630797,-84.3760132,Fulton,399 Macedonia Road SE,Atlanta,GA,30354,399 Macedonia Road SE,Atlanta,GA,30354,(404) 366-3700,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NAEYC,CCLC,,66,66,TRUE,TRUE,3
CCLC-2990,Prime Time - Shakerag,"10885 Rogers Circle, Duluth, GA",Child Care Learning Center,288,34.0459598,-84.1291674,Fulton,10885 Rogers Circle,Duluth,GA,30097,3655 PRESTON RIDGE ROAD,ALPHARETTA,GA,30005,(770) 714-7329,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,2:00 PM,6:30 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,TRUE,3
CCLC-29901,YMCA Pryme Tyme Hesse Elementary,"9116 Whitfield Ave., Savannah, GA",Child Care Learning Center,83,31.9775643,-81.1046034,Chatham,9116 Whitfield Ave.,Savannah,GA,31406,401 Mall Blvd. Suite 202 C,Savannah,GA,31406,(912) 663-5792,JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,7:40 AM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-29902,Generation Kids Preschool Nursery,"2267 Pinewood Street, Brunswick, GA",Child Care Learning Center,31,31.1936763,-81.4911359,Glynn,2267 Pinewood Street,Brunswick,GA,31520,2267 Pinewood Street,Brunswick,GA,31520,(912) 264-6985,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,7:00 AM,6:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,TRUE,2
CCLC-29907,After School Classe' @ Spring Dale Park Elementary,"1246 Ponce de Leon Avenue, Atlanta, GA",Child Care Learning Center,129,33.7752539,-84.3467117,Fulton,1246 Ponce de Leon Avenue,Atlanta,GA,30306,1246 Ponce de Leon Avenue,Atlanta,GA,30306,(404) 802-6050,JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC,MO TU WE TH FR,2:30 PM,6:00 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-29908,Sugar Hill Child Development Center,"6007 Suwanee Dam Rd., Sugar Hill, GA",Child Care Learning Center,167,34.1247272,-84.0752503,Gwinnett,6007 Suwanee Dam Rd.,Sugar Hill,GA,30518,6007 Suwanee Dam Rd.,Sugar Hill,GA,30518,(678) 889-4842,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,CCLC,,22,22,TRUE,TRUE,1
CCLC-29919,Ascension Learning Academy,"6265 Maddox Road, Morrow, GA",Child Care Learning Center,52,33.584222,-84.3132494,Clayton,6265 Maddox Road,Morrow,GA,30260,6265 Maddox rd,Morrow,GA,30260,(404) 608-1784,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR SA,6:00 AM,7:00 PM,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-29930,Inverness Child Development Center,"300 Inverness Avenue, McDonough, GA",Child Care Learning Center,160,33.5015585,-84.1835281,Henry,300 Inverness Avenue,McDonough,GA,30253,300 Inverness Avenue,McDonough,GA,30253,(770) 288-2422,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,CCLC,,1,22,TRUE,TRUE,1
CCLC-2996,Taylor's Personal Care & Educational Center,"3825 Old Gordon Road  NW, Atlanta, GA",Child Care Learning Center,50,33.7693912,-84.5131888,Fulton,3825 Old Gordon Road  NW,Atlanta,GA,30336,3825 Old Gordon Road NW,Atlanta,GA,30336,(404) 691-7572,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-3,Antioch A.M.E. Childcare and Development Center,"4730 Elam Rd., Stone Mountain, GA",Child Care Learning Center,85,33.7775953,-84.197285,DeKalb,4730 Elam Rd.,Stone Mountain,GA,30083,4730 Elam Rd.,Stone Mountain,GA,30083,(404) 299-5521,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:00 AM,6:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,CCLC,,22,22,TRUE,TRUE,1
CCLC-3007,Child's World Day Care And Learning  A,"407 West 9th Street, Waynesboro, GA",Child Care Learning Center,119,33.0942075,-82.0241741,Burke,407 West 9th Street,Waynesboro,GA,30830,,,,30830,(706) 554-0945,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,4:30 AM,12:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,TRUE,1
CCLC-30079,Children's Learning Center First Baptist Church of Jonesboro,"147 Church Street, Jonesboro, GA",Child Care Learning Center,167,33.5195442,-84.3566695,Clayton,147 Church Street,Jonesboro,GA,30236,PO Box 773,Jonesboro,GA,30237,(770) 471-9585,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,7:30 AM,6:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-3011,G-P for Kids,"133 Peachtree Street, Atlanta, GA",Child Care Learning Center,208,33.7574679,-84.3868212,Fulton,133 Peachtree Street,Atlanta,GA,30303,133 Peachtree Street,Atlanta,GA,30303,(404) 652-2600,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,7:00 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NAEYC,CCLC,,13,22,TRUE,FALSE,
CCLC-3017,Jackson Day Care Center,"3764 Log Cabin Drive, Macon, GA",Child Care Learning Center,50,32.8386064,-83.6939644,Bibb,3764 Log Cabin Drive,Macon,GA,31204,3764 Log Cabin Drive,Macon,GA,31204,(478) 477-9308,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,10:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-30186,Obama Early Learning Preschool Academy,"4391 Glenwood Road, Decatur, GA",Child Care Learning Center,104,33.737001,-84.2379642,DeKalb,4391 Glenwood Road,Decatur,GA,30032,850 Shadow Lake Drive,Lithonia,GA,30058,(404) 284-8909,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:00 AM,7:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,CCLC,,22,22,TRUE,FALSE,
CCLC-30194,Bleckley Head Start,"168 E. Lewis Street, Cochran, GA",Child Care Learning Center,40,32.3823988,-83.3511124,Bleckley,168 E. Lewis Street,Cochran,GA,31014,P.O. Box 698,Cochran,GA,31014,(478) 934-0244,JAN FEB MAR APR AUG SEP OCT NOV DEC,MO TU WE TH FR,7:30 AM,3:30 PM,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,CCLC,,N/A,,TRUE,TRUE,3
CCLC-3020,Prime Time - Findley Oaks,"5880 Findley Chase Drive, Duluth, GA",Child Care Learning Center,174,34.061255,-84.186453,Fulton,5880 Findley Chase Drive,Duluth,GA,30097,3655 PRESTON RIDGE ROAD,ALPHARETTA,GA,30005,(770) 664-3547,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,2:00 PM,6:30 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-3021,Precious Minutes Learning Center,"1760 W. Currahee Street, Toccoa, GA",Child Care Learning Center,108,34.561976,-83.3492185,Stephens,1760 W. Currahee Street,Toccoa,GA,30577,1760 W. Currahee Street,Toccoa,GA,30577,(706) 886-1443,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:00 AM,6:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-3023,Open Arms Lutheran Child Development Center of Buckhead,"4000 Roswell Rd, Atlanta, GA",Child Care Learning Center,203,33.8637896,-84.3811047,Fulton,4000 Roswell Rd,Atlanta,GA,30342,4000 Roswell Rd,Atlanta,GA,30342,(404) 256-1330,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,7:00 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,CCLC,,7,22,TRUE,TRUE,1
CCLC-3030,Sandy's Little School,"400 Bradwell Street, Hinesville, GA",Child Care Learning Center,52,31.8532701,-81.5911293,Liberty,400 Bradwell Street,Hinesville,GA,31313,P. O. BOX 1416,Hinesville,GA,31310,(912) 369-4805,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,5:30 AM,12:00 AM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,CCLC,,N/A,,FALSE,FALSE,
CCLC-30304,Imagination Station #1,"2000 Lockwood Avenue, Columbus, GA",Child Care Learning Center,321,32.4698694,-84.9632547,Muscogee,2000 Lockwood Avenue,Columbus,GA,31906,2000 Lockwood Avenue,Columbus,GA,31906,(706) 323-1095,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NAEYC,CCLC,,44,44,TRUE,TRUE,2
CCLC-30305,Imagination Station Too,"4601 Cargo Drive, Columbus, GA",Child Care Learning Center,240,32.5065701,-84.8792878,Muscogee,4601 Cargo Drive,Columbus,GA,31909,4601 Cargo Drive,Columbus,GA,31909,(706) 317-0227,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,5:30 AM,8:30 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NAEYC,CCLC,,22,22,TRUE,TRUE,1
CCLC-30338,Glascock Co. Head Start Center,"1079 School Circle, Gibson, GA",Child Care Learning Center,21,33.2431319,-82.6081653,Glascock,1079 School Circle,Gibson,GA,30810,1079 School Circle,Gibson,GA,30810,(706) 598-2020,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,7:30 AM,3:30 PM,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NAEYC,CCLC,,N/A,,TRUE,TRUE,3
CCLC-3034,Gantt's Preschool & Kindergarten,"345 Edwards Avenue, Macon, GA",Child Care Learning Center,67,32.8280477,-83.672625,Bibb,345 Edwards Avenue,Macon,GA,31204,345 Edwards Avenue,MACON,GA,31204,(478) 745-0333,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,5:30 PM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-30351,Washington County Head Start Davisboro Center,"216 Steel Creek Road, Davisboro, GA",Child Care Learning Center,146,32.9719033,-82.6112181,Washington,216 Steel Creek Road,Davisboro,GA,31018,P. O. Box 896,Sandersville,GA,31082,(478) 348-6985,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,8:00 AM,4:00 PM,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NAEYC,CCLC,,44,44,TRUE,TRUE,3
CCLC-30355,YMCA Pryme Tyme South Effingham Elementary,"767 Kolic Helmey Road, Guyton, GA",Child Care Learning Center,100,32.2116931,-81.278911,Effingham,767 Kolic Helmey Road,Guyton,GA,31312,PO Box 826,Rincon,GA,31326,(912) 663-3615,JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC,MO TU WE TH FR,2:20 PM,6:30 PM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,FALSE,FALSE,
CCLC-30356,Step Ahead Learning Center,"25 Nelson Street, Cartersville, GA",Child Care Learning Center,44,34.1722126,-84.7925296,Bartow,25 Nelson Street,Cartersville,GA,30120,P.O. Box 1952,Cartersville,GA,30120,(770) 608-7585,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-30365,Johns Creek Academy,"7820 McGinnis Ferry Road, Suwanee, GA",Child Care Learning Center,179,34.055006,-84.1269808,Forsyth,7820 McGinnis Ferry Road,Suwanee,GA,30024,7820 McGinnis Ferry Road,Suwanee,GA,30024,(678) 957-0212,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,CCLC,,44,44,TRUE,TRUE,2
CCLC-30369,YMCA Pryme Tyme Springfield Elementary,"300 Old Dixie Highway South, Springfield, GA",Child Care Learning Center,75,32.3822534,-81.3197417,Effingham,300 Old Dixie Highway South,Springfield,GA,31329,PO Box 826,Rincon,GA,31326,(912) 663-4761,JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC,MO TU WE TH FR,3:10 PM,6:30 PM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,CCLC,,N/A,,FALSE,FALSE,
CCLC-30381,The Goddard School,"5055 Peachtree Pkwy, Norcross, GA",Child Care Learning Center,158,33.9862404,-84.2136759,Gwinnett,5055 Peachtree Pkwy,Norcross,GA,30092,5055 Peachtree Pkwy,Peachtree Corners,GA,30092,(770) 446-7939,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:30 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-30407,YMCA Pryme Tyme Sandhill Elementary,"199 Stagecoach Ave., Guyton, GA",Child Care Learning Center,100,32.2231746,-81.3975221,Effingham,199 Stagecoach Ave.,Guyton,GA,31312,PO Box 826,Rincon,GA,31326,(912) 663-4243,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,2:15 PM,6:30 PM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,FALSE,FALSE,
CCLC-30408,YMCA Pryme Tyme Guyton Elementary,"719 Central Blvd., Guyton, GA",Child Care Learning Center,100,32.3395478,-81.3989628,Effingham,719 Central Blvd.,Guyton,GA,31312,PO Box 826,Rincon,GA,31326,(912) 663-7236,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,3:15 PM,6:30 PM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,CCLC,,N/A,,FALSE,FALSE,
CCLC-30409,YMCA Pryme Tyme Haven Elementary School,"5111 Dillion Avenue, Savannah, GA",Child Care Learning Center,111,32.034324,-81.124103,Chatham,5111 Dillion Avenue,Savannah,GA,31405,401 Mall Blvd. Suite 202 C,Savannah,GA,31406,(912) 663-3078,JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,8:45 AM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-30411,YMCA Pryme Tyme Heard Elementary,"414 Lee Boulevard, Savannah, GA",Child Care Learning Center,103,32.0183287,-81.1035161,Chatham,414 Lee Boulevard,Savannah,GA,31405,401 Mall Blvd. Suite 202 C,Savannah,GA,31406,(912) 663-4624,JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,8:15 AM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-3045,Preston Ridge Montessori School,"3800 North Point Parkway, Alpharetta, GA",Child Care Learning Center,118,34.070867,-84.256516,Fulton,3800 North Point Parkway,Alpharetta,GA,30005,130 South Jefferson,Chicago,IL,60661,(770) 751-9510,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,7:00 AM,6:00 PM,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,GAC,CCLC,,N/A,,FALSE,FALSE,
CCLC-3047,Children's School  The,"345 Tenth Street NE, Atlanta, GA",Child Care Learning Center,89,33.7814903,-84.3759926,Fulton,345 Tenth Street NE,Atlanta,GA,30309,345 10th Street NE,Atlanta,GA,30309,(404) 873-6985,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,8:00 AM,3:15 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,SACS,CCLC,,N/A,,FALSE,FALSE,
CCLC-30494,Tree Planted By the Stream (TPS) Preschool/Afterschool,"3205 Pleasant Hill Road, Duluth, GA",Child Care Learning Center,72,33.9863102,-84.1611254,Gwinnett,3205 Pleasant Hill Road,Duluth,GA,30096,3205 Pleasant Hill Road,Duluth,GA,30096,(678) 387-8785,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,8:30 AM,6:30 PM,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,FALSE,FALSE,
CCLC-30521,Chaya Mushka Children's House,"5065 High Point Road, Atlanta, GA",Child Care Learning Center,182,33.8927275,-84.3667734,Fulton,5065 High Point Road,Atlanta,GA,30342,5065 High Point Road,Atlanta,GA,30342,(404) 843-9582,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,8:00 AM,3:00 PM,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GAC,CCLC,,N/A,,TRUE,FALSE,
CCLC-30525,YMCA Pryme Tyme Otis Brock Elementary,"1804 Stratford Street, Savannah, GA",Child Care Learning Center,73,32.086101,-81.128048,Chatham,1804 Stratford Street,Savannah,GA,31415,401 Mall Blvd. Suite 202 C,Savannah,GA,31406,(912) 663-0295,JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,9:15 AM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-3059,Mount Olive Early Learning Center,"3366 Mt. Olive Rd, East Point, GA",Child Care Learning Center,139,33.6641501,-84.4771863,Fulton,3366 Mt. Olive Rd,East Point,GA,30344,3366 Mt. Olive Road,East Point,GA,30344,(404) 768-4162,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,6:00 PM,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,GAC,CCLC,,N/A,,TRUE,FALSE,
CCLC-3060,Jolly Juggles Day Care Center,"306 Jerriel Street, Vidalia, GA",Child Care Learning Center,54,32.2068339,-82.3920999,Toombs,306 Jerriel Street,Vidalia,GA,30474,306 Jerriel Street,Vidalia,GA,30474,(912) 537-0045,JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,5:45 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-30658,YMCA Pryme Tyme May Howard Elementary,"115 Wilmington Island Road, Savannah, GA",Child Care Learning Center,77,32.008217,-80.985182,Chatham,115 Wilmington Island Road,Savannah,GA,31410,401 Mall Blvd. Suite 202 C,Savannah,GA,31406,(912) 663-2962,JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,8:10 AM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-30660,YMCA Pryme Tyme Marshpoint Elementary,"135 Whitemarsh Island Rd., Savannah, GA",Child Care Learning Center,81,32.0393192,-81.011008,Chatham,135 Whitemarsh Island Rd.,Savannah,GA,31410,401 Mall Blvd. Suite 202 C,Savannah,GA,31406,(912) 547-7105,JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,8:25 AM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
CCLC-30662,YMCA Pryme Tyme Charles Ellis Elementary,"220 East 49th Street, Savannah, GA",Child Care Learning Center,147,32.0468775,-81.0971053,Chatham,220 East 49th Street,Savannah,GA,31405,401 Mall Blvd. Suite 202 C,Savannah,GA,31406,(912) 663-3952,JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC,MO TU WE TH FR,6:30 AM,7:50 AM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,CCLC,,N/A,,TRUE,FALSE,
