Lat,Long,Provider ID,Name,License Type,License Status,Initial License Date ,Capacity,Address,Phone#
41.176494,-112.0357137,40243,"DAYBELL, TAISHA DBA IMAGINATION UTAH",LICENSED FAMILY,REGULATED,7/18/16,8,"ROY, UT 84067",(801) 540-2621
40.5476815,-112.0053929,29023,DAYBREAK ACADEMY,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",REGULATED,2/14/11,,"11221 COPPER ROCK DR SOUTH JORDAN, UT 84009",(801) 878-1788
40.5934061,-111.9641728,2483,"DE JESUS, JOSEPHINE",LICENSED FAMILY,REGULATED,7/19/95,16,"WEST JORDAN, UT 84088",(801) 676-9203
40.2895017,-111.8807064,30298,"DE LA CRUZ, CELESTE DBA CELESTE'S DAYCARE",LICENSED FAMILY,REGULATED,10/6/11,16,"SARATOGA SPRINGS, UT 84045",(801) 420-8569
41.1859156,-111.8926303,59596,"DEANDA, JOHN","DWS APPROVED, FFN",REGULATED,11/29/17,,"OGDEN, UT 84403",(801) 603-1577
40.6373866,-111.4784524,3933,DEER VALLEY CHILD CARE,CENTER,REGULATED,1/18/82,143,"2250 DEER VALLEY DRIVE SOUTH PARK CITY, UT 84060",(435) 615-6089
37.6774769,-113.0618931,27654,"DEGRAAF, KRISTY KAE DBA THE LEARNING TREE",LICENSED FAMILY,REGULATED,11/2/10,16,"CEDAR CITY, UT 84720",(435) 592-0742
41.176494,-112.0357137,16030,"DELATORRE, ESTELLA HARO",RESIDENTIAL CERTIFICATE,REGULATED,12/10/04,8,"ROY, UT 84067",(801) 774-6714
40.6609843,-111.9164779,63074,"DELGADO, ESPERANZA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/10/18,,"TAYLORSVILLE, UT 84123",(801) 410-9014
40.7095135,-111.9641728,63034,"DELGADO, MARIA ELENA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/10/18,,"WEST VALLEY CITY, UT 84119",(385) 251-9758
39.3556493,-112.5678756,29662,DELTA YOUTH ACTIVITIES CENTER,"REGISTERED TEEN PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,10/4/16,,"305 E 200 N DELTA, UT 84624",(435) 864-9002
40.6599468,-111.9963275,58383,"DENG, AWAR",LICENSED FAMILY,REGULATED,11/1/17,16,"KEARNS, UT 84118",(801) 702-7446
41.176494,-112.0357137,2709,"DENNING, LEECIA DBA LEECIA'S DAYCARE",LICENSED FAMILY,REGULATED,7/10/92,16,"ROY, UT 84067",(801) 391-8272
41.2461737,-111.9916529,28807,DEPOT DAYCARE,CENTER,REGULATED,10/6/10,157,"640 W 1100 S STE 8 OGDEN, UT 84404",(801) 648-7646
40.2814786,-111.7733902,63576,"DERTINATI, ERICA","DWS APPROVED, FFN",REGULATED,6/28/18,,"OREM, UT 84058",(801) 361-9829
38.5771079,-109.5555305,57794,DESERT DANCE DAYCARE AND CHILD DEVELOPMENT CENTER,CENTER,REGULATED,5/31/17,16,"243 PARK DR MOAB, UT 84532",(435) 259-1103
37.126589,-113.637765,50334,DESERT EDGE CHILDCARE,CENTER,REGULATED,5/11/17,25,"2279 SANTA CLARA DR SANTA CLARA, UT 84765",(435) 272-3711
40.7242255,-111.8630534,3632,DEVLIN'S CHILD DEVELOPMENT CENTER,CENTER,REGULATED,11/19/75,118,"2156 SOUTH 1000 EAST SALT LAKE CITY, UT 84106",(801) 486-3545
40.5822498,-111.8918385,3861,DEVLIN'S CHILD DEVELOPMENT CENTER - SANDY,CENTER,REGULATED,12/3/81,96,"9310 SOUTH STATE STREET SANDY, UT 84070",(801) 561-0483
40.8893895,-111.880771,3313,"DIAL, VICKI DBA KIDSTUFF PRESCHOOL AND DAYCARE",LICENSED FAMILY,REGULATED,9/1/93,16,"BOUNTIFUL, UT 84010",(801) 294-8585
40.6599468,-111.9963275,65758,"DIEU, PHAT","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/6/18,,"KEARNS, UT 84118",(385) 210-6968
40.7282599,-111.8299364,3816,DILWORTH AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,6/21/10,,"1953 S 2100 E SALT LAKE CITY, UT 84108",(801) 481-4806
37.6774769,-113.0618931,16502,"DINKHELLER, SARA DBA DINKHELLER DAYCARE",LICENSED FAMILY,REGULATED,8/2/05,16,"CEDAR CITY, UT 84721",(435) 531-1768
40.6599468,-111.9963275,2405,"DIPO, PEGGY J.",LICENSED FAMILY,REGULATED,11/9/94,8,"KEARNS, UT 84118",(801) 654-0844
40.5004221,-111.8831305,32394,DISCOVERY BAY DAYCARE,CENTER,REGULATED,5/31/12,37,"248 EAST 13800 SOUTH, UNIT 1 DRAPER, UT 84020",(801) 244-7073
37.6825001,-113.1121883,26294,DISCOVERY CLUBHOUSE - CEDAR CITY,CENTER,REGULATED,12/19/05,130,"238 NORTH WESTVIEW DRIVE CEDAR CITY, UT 84721",(435) 867-5480
41.2009431,-111.9493846,58399,DISCOVERY CLUBHOUSE - HARRISON,CENTER,REGULATED,8/30/17,137,"3435 HARRISON BLVD OGDEN, UT 84405",(801) 675-5848
41.2427303,-111.953693,3579,DISCOVERY CLUBHOUSE - OGDEN,CENTER,REGULATED,1/8/96,120,"1285 MONROE BOULEVARD OGDEN, UT 84404",(801) 621-4452
41.1916648,-111.9863874,3558,DISCOVERY CLUBHOUSE - RIVERDALE,CENTER,REGULATED,6/26/95,112,"3953 PACIFIC AVENUE RIVERDALE, UT 84405",(801) 621-0665
37.1253483,-113.6161402,9159,DISCOVERY CLUBHOUSE - ST. GEORGE,CENTER,REGULATED,3/29/00,105,"981 N. WESTRIDGE DRIVE SAINT GEORGE, UT 84770",(435) 674-4766
37.1346614,-113.5199304,9162,DISCOVERY CLUBHOUSE - WASHINGTON,CENTER,REGULATED,3/29/00,154,"248 PLAYA DELLA ROSITA WASHINGTON, UT 84780",(435) 673-2999
40.5234272,-111.8646604,59795,DISCOVERY KIDS,CENTER,REGULATED,6/5/18,50,"12492 S FORT STREET DRAPER, UT 84020",(801) 244-7073
40.3157279,-111.7039412,59227,DISCOVERY KIDS LEARNING CENTER,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/14/17,,"1001 N STATE ST OREM, UT 84057",(801) 636-5617
40.700332,-111.8225383,43934,DISCOVERY PLACE PRESCHOOL,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,9/8/15,,"2375 E 3300 S SALT LAKE CITY, UT 84109",(801) 483-2715
40.183314,-111.6232663,36594,DISCOVERY TREE ACADEMY,CENTER,REGULATED,11/14/13,72,"691 W 1200 N STE 200 SPRINGVILLE, UT 84663",(801) 489-5017
37.1789115,-113.2914115,28646,DIXIE KIDS INC. - HURRICANE,CENTER,REGULATED,4/12/10,80,"160 N. 200 W. HURRICANE, UT 84737",(435) 635-9876
37.107401,-113.5659215,1506,"DIXIE KIDS, INC. - ST. GEORGE",CENTER,REGULATED,8/29/94,70,"45 SOUTH 800 EAST SAINT GEORGE, UT 84770",(435) 674-1234
40.7434064,-111.9880199,50495,"DOE, ANNA","DWS APPROVED, FFN",REGULATED,6/10/16,,"SALT LAKE CITY, UT 84104",(385) 519-9529
41.6577331,-111.8434441,28889,DOLORES DORE ECCLES CENTER FOR EARLY CARE & EDUCATION,CENTER,REGULATED,2/9/11,85,"925 EAST 740 NORTH LOGAN, UT 84322",(435) 797-3657
40.5984908,-112.0357137,2140,"DOMINGO, KIM DBA PRECIOUS CARGO KIDS",LICENSED FAMILY,REGULATED,3/13/92,16,"WEST JORDAN, UT 84081",(801) 967-2068
40.7095135,-111.9641728,63796,"DOMINGUEZ MENDEZ, EVANGELINA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/31/18,,"WEST VALLEY CITY, UT 84119",(801) 502-5823
41.7118728,-112.1655079,150,"DONOFRIO, DIXIE DBA DIXIE'S TINY TOTS DAY CARE",LICENSED FAMILY,REGULATED,11/1/93,16,"TREMONTON, UT 84337",(435) 230-2462
40.5084917,-112.0271904,40446,DOODLE BUGS DAYCARE,CENTER,REGULATED,1/1/15,92,"5724 W 13400 S HERRIMAN, UT 84096",(801) 446-8400
41.8199581,-111.8343143,57798,"DOODLEBUG ACADEMY, LLC.",CENTER,REGULATED,3/23/18,218,"60 WEST 800 SOUTH SMITHFIELD, UT 84335",(435) 535-1675
40.2338438,-111.6585337,6384,"DOTY, SONYA",LICENSED FAMILY,REGULATED,3/10/99,8,"PROVO, UT 84604",(801) 830-1062
41.1596861,-112.166867,61874,"DOUTT, RACHEL",LICENSED FAMILY,REGULATED,7/27/18,16,"HOOPER, UT 84315",(801) 410-3755
41.8382622,-111.8327229,364,"DOWD, TARA",LICENSED FAMILY,REGULATED,9/20/91,8,"SMITHFIELD, UT 84335",(435) 512-5432
41.1276256,-112.0302178,52500,DOXEY ELEMENTARY SCHOOL,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,8/15/16,,"944 N 250 W SUNSET, UT 84015",(801) 888-7955
40.2895017,-111.8807064,40394,"DOYLE, ANGELINA DBA ANGELINA'S LIL' ANGELS DAY CARE",LICENSED FAMILY,REGULATED,12/25/14,16,"SARATOGA SPRINGS, UT 84045",(801) 653-1633
40.8501436,-111.9284968,59634,DREAM CATCHERS ACADEMY,CENTER,REGULATED,1/31/18,40,"445 N 700 W NORTH SALT LAKE, UT 84054",(801) 635-5450
40.7437969,-111.930563,46654,DUAL IMMERSION ACADEMY,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",REGULATED,11/11/15,,"1155 S GLENDALE DR SALT LAKE CITY, UT 84104",(801) 972-1425
40.3363082,-111.9880199,606,"DUCLOS, RANAE DBA RANAE DUCLOS DAYCARE",LICENSED FAMILY,REGULATED,3/1/95,8,"EAGLE MOUNTAIN, UT 84005",(801) 836-1536
38.5733155,-109.5498395,26179,"DULL, MELISA DBA LITTLE BRITCHES DAYCARE",LICENSED FAMILY,REGULATED,9/15/05,15,"MOAB, UT 84532",(435) 259-8799
40.5623204,-111.9386203,10291,"DUNFIELD, HEIDIMARIE DBA HUGS AND KISSES DAYCARE",LICENSED FAMILY,REGULATED,10/20/00,8,"SOUTH JORDAN, UT 84095",(801) 558-9636
40.3150359,-111.7018452,1023,"DUNN, CAROL DBA CAROL'S DAYCARE",LICENSED FAMILY,REGULATED,9/12/77,8,"OREM, UT 84057",(801) 224-3763
40.7095135,-111.9641728,40554,"DUQUE, JACQUELINE DBA GLITTER CHILD CARE LLC",LICENSED FAMILY,REGULATED,1/26/15,16,"WEST VALLEY, UT 84119",(385) 528-2112
40.7095135,-111.9641728,40448,"DURAN, FATUMA ALI",LICENSED FAMILY,REGULATED,11/20/14,16,"WEST VALLEY CITY, UT 84119",(385) 266-9303
41.4649365,-112.0324456,52059,"EARLEY, TAUNI DBA TAUNI'S DAYCARE",LICENSED FAMILY,REGULATED,8/22/16,16,"PERRY, UT 84302",(435) 452-1450
41.2248231,-111.9473353,57360,EAST BENCH LITTLE LEARNERS,CENTER,REGULATED,6/2/17,45,"1220 23RD STREET OGDEN, UT 84401",(801) 628-5861
40.6245939,-111.8817634,54700,EAST MIDVALE ELEMENTARY SCHOOL,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,11/4/16,,"6990 S 300 E MIDVALE, UT 84047",(801) 826-8325
40.699631,-111.84448,13646,"EASTSIDE PRESCHOOL, THE",CENTER,REGULATED,1/14/03,109,"1650 EAST 3300 SOUTH SALT LAKE CITY, UT 84109",(801) 467-2888
41.2813323,-111.9882754,50136,"EBORN, DONA DBA HOME AWAY FROM HOME CHILDCARE BY DONA EBORN",LICENSED FAMILY,REGULATED,10/6/16,16,"HARRISVILLE, UT 84414",(801) 603-1247
40.6694583,-111.938867,3565,ECCLES ECD LAB SCHOOL (SLCC CHILD DEV. CTR.),CENTER,REGULATED,1/1/83,50,"4626 SOUTH REDWOOD ROAD SALT LAKE CITY, UT 84123",(801) 957-4567
41.139666,-112.0504983,27431,"EDEN, BRANDEE",LICENSED FAMILY,REGULATED,4/19/07,16,"CLINTON, UT 84015",(801) 773-2709
40.7588853,-111.9354428,28776,EDISON AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,6/21/10,,"466 S CHEYENNE ST SALT LAKE CITY, UT 84104",(801) 974-8300
41.0916833,-111.9722771,9989,EDU-CARE EARLY LEARNING CENTER,CENTER,REGULATED,8/28/86,130,"2182 NORTH HILL FIELD ROAD STE 4 LAYTON, UT 84041-4024",(801) 774-0074
39.5994095,-110.8107148,15782,"EDWARDS, TONYA DBA COUNTRY MUNCHKINS CHILD CARE, LLC",LICENSED FAMILY,REGULATED,10/20/04,16,"PRICE, UT 84501",(435) 820-4977
40.4555157,-109.5287479,62415,"ELDREDGE, CELISA","DWS APPROVED, FFN",REGULATED,5/11/18,,"VERNAL, UT 84078",(435) 828-3963
40.6967754,-112.0962766,36674,ELK RUN ELEMENTARY SCHOOL FOOD SERVICES,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,11/20/17,,"3550 S HELEN DR MAGNA, UT 84044",(385) 646-4321
38.9577407,-111.859925,27975,"ELLETT, HEATHER DBA HEATHER'S DAY CARE",LICENSED FAMILY,REGULATED,6/26/08,16,"SALINA, UT 84654",(435) 979-4598
40.2128559,-111.7256936,38982,"ELLIS, STEPHEN","DWS APPROVED, FFN",REGULATED,7/2/14,,"PROVO, UT 84601",(801) 362-7788
40.569948,-111.8628205,2768,"ELMER, DEBBIE",LICENSED FAMILY,REGULATED,6/9/97,8,"SANDY, UT 84094",(801) 572-2817
40.7405232,-111.8617958,28777,EMERSON AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,6/21/10,,"1017 E HARRISON AVE SALT LAKE CITY, UT 84105",(801) 481-4819
37.0441957,-113.5490415,6737,"EMPEY, MICHELE DBA MICHELE EMPEY'S DAYCARE",LICENSED FAMILY,REGULATED,4/14/99,16,"SAINT GEORGE, UT 84790",(435) 619-4283
40.7829841,-111.8674877,28778,ENSIGN AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,6/21/10,,"775 E 12TH AVE SALT LAKE CITY, UT 84103",(801) 578-8150
40.6406761,-112.0028312,59283,ENTHEOS ACADEMY KEARNS - TEEN PROGRAM (NBS),"REGISTERED TEEN PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/18/17,,"4710 W 6200 S KEARNS, UT 84118",(801) 300-5680
40.7128444,-112.0645904,46674,ENTHEOS ACADEMY MAGNA,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,11/13/15,,"2606 S 7200 W MAGNA, UT 84044",(801) 417-5444
40.7128444,-112.0645904,59284,ENTHEOS ACADEMY MAGNA - TEEN PROGRAM (NBS),"REGISTERED TEEN PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/18/17,,"2606 S 7200 W MAGNA, UT 84044",(014) 175-4448
40.114955,-111.654923,26439,"EPPLEY, LISA DBA DAYCARE BY LISA",LICENSED FAMILY,REGULATED,1/4/06,8,"SPANISH FORK, UT 84660",(801) 794-1000
41.139666,-112.0504983,57456,"ERWIN, AUTUMN DBA AUTUMN'S HOME DAYCARE",LICENSED FAMILY,REGULATED,8/1/17,8,"CLINTON, UT 84015",(541) 778-4033
40.7095135,-111.9641728,10980,"ESA, HAFIZA",RESIDENTIAL CERTIFICATE,REGULATED,3/21/01,8,"WEST VALLEY, UT 84119",(801) 975-1274
40.789522,-111.9422453,13736,ESCALANTE AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,2/26/03,,"1810 W 900 N SALT LAKE CITY, UT 84116",(801) 578-8496
40.299403,-109.9887605,27862,"ESCHLER, LEAH DBA BUSY BUGS DAYCARE",LICENSED FAMILY,REGULATED,4/4/08,16,"ROOSEVELT, UT 84066",(435) 722-0772
40.6988631,-112.0416754,14832,ESPINOZA GUADALUPE,"ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,12/8/03,,"WEST VALLEY CITY, UT 84128",(801) 201-8101
40.6999925,-112.0118669,36694,"ESPINOZA, LAURA M.",LICENSED FAMILY,REGULATED,12/11/13,16,"WEST VALLEY CITY, UT 84120",(801) 364-7220
37.17582,-113.5014213,14484,"ESPLIN, AMY",LICENSED FAMILY,REGULATED,8/11/03,8,"WASHINGTON, UT 84780",(435) 313-3133
41.7369803,-111.8338359,34115,"ESTRADA, HILDA DBA CARITA FELIZ DAY CARE",LICENSED FAMILY,REGULATED,2/4/13,16,"LOGAN, UT 84321",(435) 764-3231
40.8038325,-112.0237903,35135,"ESTRADA, VERONICA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/10/13,,"SALT LAKE CITY, UT 84116",(801) 678-2679
41.223,-111.9738304,12985,"ESTRADA, VERONICA DBA CHILDREN'S CARE-A-LOT DAYCARE",LICENSED FAMILY,REGULATED,3/27/02,16,"OGDEN, UT 84404",(801) 737-9626
40.643007,-111.2807384,15341,"EVANS, ERICA DBA EVANS DAYCARE (B)",LICENSED FAMILY,REGULATED,6/1/04,8,"KAMAS, UT 84036",(435) 783-6856
40.643007,-111.2807384,1812,"EVANS, KERI DBA EVANS DAY CARE",LICENSED FAMILY,REGULATED,1/30/97,16,"KAMAS, UT 84036",(435) 783-4670
41.1708343,-112.0059225,56695,EXPLORERS CHRISTIAN ACADEMY,"EXEMPT SCHOOL AGE PROGRAM, BACKGROUND CHECKS BY CCL",REGULATED,1/19/17,,"5099 S 1050 W RIVERDALE, UT 84405",(801) 389-6942
40.594694,-111.9381363,28837,"EXPRESSIONS LEARNING CENTER, LLC",CENTER,REGULATED,9/27/10,118,"8627 SOUTH REDWOOD ROAD WEST JORDAN, UT 84084",(801) 561-0221
40.6999925,-112.0118669,62355,"FAASAVALU, MELE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,4/18/18,,"WEST VALLEY CITY, UT 84120",(801) 875-6402
40.5749102,-111.8866683,62555,"FABIAN, CORI A.",LICENSED FAMILY,REGULATED,7/9/18,16,"SANDY, UT 84070",(480) 688-4379
41.176494,-112.0357137,28053,"FACKRELL, AMANDA DBA AMANDA'S DAYCARE",LICENSED FAMILY,REGULATED,10/1/08,8,"ROY, UT 84067",(801) 985-3046
37.6774769,-113.0618931,16637,"FAILS, TONYA DBA ALL OF ME CHILDCARE & DEVELOPMENT INC",LICENSED FAMILY,REGULATED,8/4/05,16,"CEDAR CITY, UT 84720",(435) 691-0163
41.8382622,-111.8327229,26258,"FAIRBANKS, TESSIE",LICENSED FAMILY,REGULATED,10/17/05,16,"SMITHFIELD, UT 84335",(435) 563-1118
40.6868914,-111.8754907,26641,FAIRYLAND PRESCHOOL AND PRE-K,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,11/22/06,,"MILLCREEK, UT 84109",(801) 871-5590
40.8038325,-112.0237903,63658,"FAKALATA, MARY LOUISE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/25/18,,"SALT LAKE CITY, UT 84116",(801) 739-6833
40.7434064,-111.9880199,65880,"FALETAU, LEAFA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/9/18,,"SALT LAKE CITY, UT 84104",(801) 662-8938
40.7095135,-111.9641728,46857,"FARAH, FOWSIYO",RESIDENTIAL CERTIFICATE,REGULATED,4/6/17,8,"WEST VALLEY, UT 84119",(801) 662-8676
40.7095135,-111.9641728,59900,"FARAH, ISNINO",RESIDENTIAL CERTIFICATE,REGULATED,1/10/18,8,"WEST VALLEY CITY, UT 84119",(801) 899-5349
40.8038325,-112.0237903,37938,"FARHAN, WELIYO","DWS APPROVED, FFN",REGULATED,8/8/14,,"SALT LAKE CITY, UT 84116",(801) 906-3934
40.975388,-111.9015299,65134,FARMINGTON GYMNASIUM,"EXEMPT DROP-IN CENTER, BACKGROUND CHECKS BY CCL",REGULATED,7/6/18,,"294 S 650 W FARMINGTON, UT 84025",(801) 939-9229
40.9651798,-111.8982696,63617,FARMINGTON HIGH SCHOOL,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",REGULATED,5/24/18,,"548 W GLOVERS LANE FARMINGTON, UT 84025",(801) 402-9050
40.6904527,-111.9908145,34637,FARNSWORTH ELEMENTARY SCHOOL FOOD SERVICES,"EXEMPT SCHOOL AGE PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/15/17,,"3751 S 4225 W WEST VALLEY CITY, UT 84120",(801) 503-2574
40.299403,-109.9887605,53517,"FARNSWORTH, JENNIFER DBA KIDDIE KLUBHOUSE",LICENSED FAMILY,REGULATED,3/23/17,16,"ROOSEVELT, UT 84066",(480) 729-1937
40.5307776,-112.29828,52395,"FARNWORTH, TERRY DBA LEARN LAUGH PLAY AT MISS TERRY'S",LICENSED FAMILY,REGULATED,9/29/16,8,"TOOELE, UT 84074",(801) 644-7871
40.6599468,-111.9963275,65381,"FATANI, ALAILUPE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/18/18,,"KEARNS, UT 84118",(801) 815-4020
40.3032488,-111.6750157,16488,"FAWCETT, REBECCA DBA FAWCETT FAMILY DAYCARE",LICENSED FAMILY,REGULATED,6/17/05,16,"OREM, UT 84097",(801) 361-1757
40.6377217,-112.2960589,27527,"FEDDERSON, MELANIE DBA SMARTY PANTS PRESCHOOL/DAYCARE",LICENSED FAMILY,REGULATED,7/23/07,16,"STANSBURY PARK, UT 84074",(801) 699-8933
40.8038325,-112.0237903,65697,"FELETOA, ILAISAANE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/2/18,,"SALT LAKE CITY, UT 84116",(801) 637-9818
40.6988631,-112.0416754,56836,"FIEFIA, SULIANA","DWS APPROVED, FFN",REGULATED,4/4/17,,"WEST VALLEY CITY, UT 84128",(941) 915-6805
40.5749102,-111.8866683,33834,"FIFE, VICKY DBA KIDDIE PLACE DAYCARE",LICENSED FAMILY,REGULATED,2/28/13,16,"SANDY, UT 84070",(801) 495-0898
40.6988631,-112.0416754,65536,"FIGUEROA, ONORA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/26/18,,"WEST VALLEY CITY, UT 84128",(801) 330-1981
40.6999925,-112.0118669,63535,"FILIMOEATU, SIONE U","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/22/18,,"WEST VALLEY CITY, UT 84120",(801) 688-9098
40.8038325,-112.0237903,59722,"FINCH, CATHIE D","DWS APPROVED, FFN",REGULATED,12/19/17,,"SALT LAKE CITY, UT 84116",(801) 707-3465
40.6609843,-111.9164779,59895,"FINLEY, ARDOUS",LICENSED FAMILY,REGULATED,2/15/18,12,"TAYLORSVILLE, UT 84123",(801) 680-8268
40.7525573,-111.8530857,8664,FIRST BAPTIST CHILD DEVELOPMENT CENTER,CENTER,REGULATED,2/29/00,115,"777 SOUTH 1300 EAST SALT LAKE CITY, UT 84102",(801) 582-6230
40.7577836,-111.8409402,4079,FIRST FRIENDS,CENTER,REGULATED,9/4/90,60,"500 S FOOTHILL BOULEVARD #13 SALT LAKE CITY, UT 84148",(801) 584-2511
40.7758787,-111.9328265,4318,FIRST STEPS INC.,CENTER,REGULATED,8/3/98,64,"288 NORTH 1460 WEST SALT LAKE CITY, UT 84116",(801) 538-6996
37,-112.97,51214,"FISCHER, MARGARET","DWS APPROVED, FFN",REGULATED,7/8/16,,"HILDALE, UT 84784",(435) 676-3375
41.7063204,-111.817165,60834,"FITZGERALD, JONI","DWS APPROVED, FFN",REGULATED,3/1/18,,"PROVIDENCE, UT 84332",(435) 363-6630
40.6183158,-111.8162931,59592,"FLORES, ELIZABETH","DWS APPROVED, FFN",REGULATED,12/6/17,,"COTTONWOOD HEIGHTS, UT 84121",(801) 414-3979
40.7091121,-112.1016088,7968,"FLORES, MARIA ALICIA",LICENSED FAMILY,REGULATED,8/10/11,8,"MAGNA, UT 84044",(801) 250-7327
40.5984908,-112.0357137,65622,"FLORES, VERONICA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/31/18,,"WEST JORDAN, UT 84081",(801) 380-2117
41.7063204,-111.817165,27407,"FOLKMAN, SUSAN DBA LEAPS N' BOUNDS",LICENSED FAMILY,REGULATED,5/9/07,16,"PROVIDENCE, UT 84332",(435) 787-1798
40.7095135,-111.9641728,65862,"FONOKALAFI, HOLAKI","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/8/18,,"WEST VALLEY CITY, UT 84119",(801) 347-6932
40.7124005,-111.8772992,27766,"FOREVER CHILDREN, LLC",CENTER,REGULATED,2/5/08,46,"494 EAST 2700 SOUTH SALT LAKE CITY, UT 84115",(801) 487-2650
40.5623204,-111.9386203,59639,"FORNIE, MAMAI","DWS APPROVED, FFN",REGULATED,11/24/17,,"SOUTH JORDAN, UT 84095",(801) 949-7482
40.6999925,-112.0118669,59581,"FORREST, ASHLEY",LICENSED FAMILY,REGULATED,11/15/17,8,"WEST VALLEY CITY, UT 84120",(801) 503-4588
37.7733096,-113.0243929,37915,"FORSYTH, JULIANNE DBA HISTORIC CHURCH CHILD CARE",LICENSED FAMILY,REGULATED,8/7/14,16,"ENOCH, UT 84721",(435) 463-1425
40.6777307,-111.9477777,26637,FOX HILLS ELEMENTARY SCHOOL FOOD SERVICES,"EXEMPT SCHOOL AGE PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,1/1/90,,"TAYLORSVILLE, UT 84129",(385) 646-4321
41.045985,-111.948677,60836,FRANCIS PEAK VIEW APARTMENTS - TEEN PROGRAM,"REGISTERED TEEN PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,2/6/18,,"600 W MUTTON HOLLOW RD KAYSVILLE, UT 84037",(801) 544-7227
41.223,-111.9738304,48374,"FRANCO, BRITTANY DBA LOVEBUG CHILDCARE",LICENSED FAMILY,REGULATED,6/28/17,8,"OGDEN, UT 84404",(801) 425-7029
37.17582,-113.5014213,58036,"FRANCO, JULLIANNA DBA SUNSHINE DAYCARE",LICENSED FAMILY,REGULATED,7/19/17,16,"WASHINGTON, UT 84780",(435) 772-1563
40.2338438,-111.6585337,51174,"FRANDSEN, MARALY DBA LIGHTHOUSE MONTESSORI ACADEMY, LLC.",LICENSED FAMILY,REGULATED,8/2/17,16,"PROVO, UT 84604",(801) 655-3279
41.223,-111.9738304,60134,"FRANK, GLORIA","DWS APPROVED, FFN",REGULATED,5/18/18,,"OGDEN, UT 84404",(801) 917-7640
40.762283,-111.9230453,28780,FRANKLIN AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,6/21/10,,"1115 W 300 S SALT LAKE CITY, UT 84104",(801) 578-8158
40.2970134,-111.7567749,50834,FRANKLIN DISCOVERY PRESCHOOL & CHILDCARE,"DWS APPROVED, EXEMPT CENTER",REGULATED,11/18/16,,"320 E GAMMON RD VINEYARD, UT 84058",(385) 236-1550
