Unique ID	Name	Address	Type	Capacity	LAT	LONG	Phone	License/Registration Duration	Expiration	Adminisrator	Hours	Ages	Inspector	Subsidy?
32644	Ms. Wanda Joyner	"120 Freeze Road, DANVILLE, VA  24540"	Voluntary Registration	Not Available	36.6283262	-79.3845455	(434) 770-9610	Two Year	"Aug. 23, 2018"	Ms. Wanda Joyner	"all shifts Mon - Thurs (Fri & Sat 5:00 a.m.)  - all shifts Mon - Thurs (Fri & Sat 8:30 p.m),   Monday - Saturday"	Not Available	Monique D Anderson:    (540) 309-2397	Yes
43401	"Pineda, Ana"	"3614 Barcroft View Terr., Apt 201, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.8457343	-77.1384602	(571) 257-6789		"Oct. 31, 2018"	"Pineda, Ana"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43403	"Reyes, Ana"	"2823 Fairhaven Avenue Apt 104, ALEXANDRIA, VA  22303"	Local Ordinance Approved FDH	Not Available	38.7868372	-77.0806838	(571) 257-6584		"Oct. 31, 2018"	"Reyes, Ana"		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43381	Rhanem Fadoua	"5840 Cameron Run Terrace, ALEXANDRIA, VA  22303"	Local Ordinance Approved FDH	Not Available	38.79371	-77.061651	(202) 538-1308		"Oct. 31, 2018"	Rhanem Fadoua		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43372	"Zaroual, Fatima"	"3701 George Mason Drive Apt 1804N, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.8437982	-77.114403	(571) 447-2285		"Oct. 31, 2018"	"Zaroual, Fatima"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
44569	husna Popalzai	"203 Yoakum PKWY, ALEXANDRIA, VA  22304"	Local Ordinance Approved FDH	Not Available	38.8104249	-77.1407234	(571) 355-0700		25-May-19	husna Popalzai		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43435	"Zevallos-de-quispe, Isidora"	"14817 Palmerston Square, CENTREVILLE, VA  20120"	Local Ordinance Approved FDH	Not Available	38.8378621	-77.4573941	(703) 484-5440		30-Apr-19	"Zevallos-de-quispe, Isidora"		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
39357	The Vine United Methodist Church	"2501 Gallows Road, FAIRFAX, VA  22037"	Religious Exempt Child Day Center	45	38.8890711	-77.2254491	(703) 887-6952	Exempt	"Oct. 2, 2018"	The Vine United Methodist Church		2 years              6 months         -         5 years              11 months		
43247	"Nava, Kenia"	"2331 Sibley Street, ALEXANDRIA, VA  22311"	Local Ordinance Approved FDH	Not Available	38.8340808	-77.1273146	(703) 880-5459		"Oct. 31, 2018"	"Nava, Kenia"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43397	"Yirorga, Lemiem"	"5827 Oakview Garden Drive Apt 1621, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.8448907	-77.1311524	(571) 481-4234		20-May-19	"Yirorga, Lemiem"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43316	"Sanchez-Pretell, Lida"	"4108 Mangalore Drive Apt 103, ANNANDALE, VA  22003"	Local Ordinance Approved FDH	Not Available	38.834139	-77.194604	(703) 867-6679		"Oct. 31, 2018"	"Sanchez-Pretell, Lida"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
31742	Plymouth Haven Baptist Church	"8600 Plymouth Road, ALEXANDRIA, VA  22308"	Religious Exempt Child Day Center	49	38.724611	-77.0590098	(703) 799-2217	Exempt	"Oct. 24, 2018"	Plymouth Haven Baptist Church		2 years           -         5 years              11 months		
43060	"Ventura, Cecilia"	"3311 Glenmore Drive, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.8558978	-77.142863	(571) 212-2734		6-May-19	"Ventura, Cecilia"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
42908	"Sarwar, Ruby"	"4322 No. 2nd Road #01, ARLINGTON, VA  22203"	Local Ordinance Approved FDH	Not Available	38.870816	-77.107017	(703) 524-0029		9-Apr-19	"Sarwar, Ruby"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43167	"Serrano, Edith"	"2910 Kings Chapel Road Apt 6, FALLS CHURCH, VA  22042"	Local Ordinance Approved FDH	Not Available	38.8700672	-77.2217664	(703) 470-1767		"Oct. 31, 2018"	"Serrano, Edith"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43022	"Sidibe, Fatoumata"	"5613 Derby Court Apt 122, ALEXANDRIA, VA  22311"	Local Ordinance Approved FDH	Not Available	38.8276976	-77.1298267	(703) 931-0444		"Oct. 31, 2018"	"Sidibe, Fatoumata"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43151	"Runu, Hazera"	"5823 Oakview Garden Drive, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.844643	-77.130394	(571) 384-6379		16-Apr-19	"Runu, Hazera"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43117	"Parralez, Indira"	"955 Ferndale Avenue, HERNDON, VA  20170"	Local Ordinance Approved FDH	Not Available	38.975581	-77.392248	(703) 435-5982		24-Apr-19	"Parralez, Indira"		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
33747	Our Savior Lutheran Church	"825 South Taylor Street, ARLINGTON, VA  22204"	Religious Exempt Child Day Center	50	38.860201	-77.10391	(703) 892-4846	Exempt	3-Apr-19	Our Savior Lutheran Church		4 years           -         12 years              11 months		
43186	"Umana-de-martinez, Maria"	"7600 Ledford Street Apt 2, FALLS CHURCH, VA  22043"	Local Ordinance Approved FDH	Not Available	38.9009659	-77.2057995	(703) 356-3791		"Oct. 31, 2018"	"Umana-de-martinez, Maria"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43153	"Taylor, Markeatta"	"3878 Manzanita Place, ALEXANDRIA, VA  22309"	Local Ordinance Approved FDH	Not Available	38.742709	-77.098129	(703) 347-9658		"Oct. 31, 2018"	"Taylor, Markeatta"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43009	"Sultana, Masreka"	"4264 16th Street Apt A, ARLINGTON, VA  22204"	Local Ordinance Approved FDH	Not Available	38.8529495	-77.1012879	No phone number available		"Oct. 31, 2018"	"Sultana, Masreka"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43002	"Yasmeen, Mosammat"	"5225 7th Road South, ARLINGTON, VA  22204"	Local Ordinance Approved FDH	Not Available	38.8583677	-77.1195049	(703) 477-8049		21-May-19	"Yasmeen, Mosammat"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
42928	"Roksana, Nafisa"	"2115 Key Blvd Apt 974, ARLINGTON, VA  22201"	Local Ordinance Approved FDH	Not Available	38.8941424	-77.0855631	(703) 527-2160		17-Apr-19	"Roksana, Nafisa"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
17318	Mt. Vernon United Methodist Church	"2006 Belle View Blvd, ALEXANDRIA, VA  22307"	Religious Exempt Child Day Center	90	38.7747148	-77.066016	(703) 765-0140	Exempt	"Oct. 30, 2018"	Mt. Vernon United Methodist Church		2 years              6 months         -         5 years              11 months		
43001	Nazma Akhtar	"1504 S. George Mason Dr., Unit 12, ARLINGTON, VA  22204"	Local Ordinance Approved FDH	Not Available	38.8528824	-77.1048213	No phone number available		"Jan. 22, 2019"	Nazma Akhtar		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43137	Nisreen Akhtar	"3720 Lacy Blvd, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.8426058	-77.1322362	(703) 379-1343		"Oct. 31, 2018"	Nisreen Akhtar		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
42980	"Sanwar, Parveen"	"814 S. Orme Street, ARLINGTON, VA  22204"	Local Ordinance Approved FDH	Not Available	38.8677614	-77.0727368	No phone number available		21-May-19	"Sanwar, Parveen"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43121	Rosa Cotrina	"14609 Pan Am Avenue, CHANTILLY, VA  20151"	Local Ordinance Approved FDH	Not Available	38.8961217	-77.4527554	(703) 725-0427		"Feb. 1, 2019"	Rosa Cotrina		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43133	"Sagastume, Rosa"	"3011 Fairmont Road, FALLS CHURCH, VA  22042"	Local Ordinance Approved FDH	Not Available	38.8680046	-77.2038905	(703) 554-9056		"Oct. 31, 2018"	"Sagastume, Rosa"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43036	Sandra Wright	"3321 Southgate Drive Apt 10, ALEXANDRIA, VA  22306"	Local Ordinance Approved FDH	Not Available	38.7738902	-77.0882652	(703) 454-2258		"Oct. 31, 2018"	Sandra Wright		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
42966	"Yasin, Shaheen"	"301 SO Fillmore Street, ARLINGTON, VA  22204"	Local Ordinance Approved FDH	Not Available	38.8703546	-77.0880809	No phone number available		"Oct. 31, 2018"	"Yasin, Shaheen"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43006	Shirley Cooper	"2448 SO Oakland Street, ARLINGTON, VA  22206"	Local Ordinance Approved FDH	Not Available	38.846894	-77.090363	No phone number available		8-Apr-19	Shirley Cooper		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43014	Shirley Lee	"1100 Quaker Hill Drive Unit 102, ALEXANDRIA, VA  22314"	Local Ordinance Approved FDH	Not Available	38.8098538	-77.0845428	(703) 370-7784		"Oct. 31, 2018"	Shirley Lee		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43114	Silvia Portillo	"4202 Markham Street, FAIRFAX, VA  22033"	Local Ordinance Approved FDH	Not Available	38.833256	-77.1981074	(703) 992-9624		"Oct. 31, 2018"	Silvia Portillo		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43081	Sonia Antezana	"7608 Savannah Street Apt T-1, FALLS CHURCH, VA  22043"	Local Ordinance Approved FDH	Not Available	38.8789888	-77.208225	(703) 208-7359		6-May-19	Sonia Antezana		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
42992	Sumy Shah	"3606 Paul Street, ALEXANDRIA, VA  22311"	Local Ordinance Approved FDH	Not Available	38.8448802	-77.1260673	No phone number available		"Oct. 31, 2018"	Sumy Shah		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
17042	Washington Street United Methodist Church	"109 S. Washington Street, ALEXANDRIA, VA  22314"	Religious Exempt Child Day Center	42	38.8046278	-77.0474064	(703) 549-7931	Exempt	"Sept. 10, 2018"	Washington Street United Methodist Church		2 years              6 months         -         5 years              11 months		
43149	"Torres, Teofila"	"2232 Pimmit Run Lane 103, FALLS CHURCH, VA  22043"	Local Ordinance Approved FDH	Not Available	38.901013	-77.2098419	(703) 821-4251		"Oct. 31, 2018"	"Torres, Teofila"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
42984	"Velasquez, Thelma"	"1106 SO Buchanan Street, ARLINGTON, VA  22204"	Local Ordinance Approved FDH	Not Available	38.8539687	-77.1092559	No phone number available		22-Mar-19	"Velasquez, Thelma"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43073	Theresa Word	"6157 Barros Drive, CENTREVILLE, VA  20120"	Local Ordinance Approved FDH	Not Available	38.8369972	-77.451216	(571) 502-4440		"Dec. 6, 2018"	Theresa Word		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43150	Zoila Velasquez	"6528 Ashlawn Court, SPRINGFIELD, VA  22150"	Local Ordinance Approved FDH	Not Available	38.7851478	-77.1693436	(703) 986-3633		28-Mar-19	Zoila Velasquez		Not Available	Pamela  Sneed:    (703) 479-4704	Yes
43915	Mulatua Bullo	"516 N Howard Street, ALEXANDRIA, VA  22304"	Local Ordinance Approved FDH	Not Available	38.8169887	-77.1101999	(703) 395-4268		18-Jul-18	Mulatua Bullo		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
44386	Nabila Khan	"6166 Leesburg Pike, FALLS CHURCH, VA  22044"	Local Ordinance Approved FDH	Not Available	38.8640856	-77.1475277	(571) 505-9027		"Feb. 26, 2019"	Nabila Khan		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43512	Nancy Sena	"2212 Pimmit Drive,  Apt 101, FALLS CHURCH, VA  22043"	Local Ordinance Approved FDH	Not Available	38.8988689	-77.2072589	(703) 863-7250		"Oct. 31, 2018"	Nancy Sena		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43417	Nazia Bibi	"5110 SO 8th Road Apt 305, ARLINGTON, VA  22204"	Local Ordinance Approved FDH	Not Available	38.8562713	-77.1145828	(571) 623-5795		"Jan. 8, 2019"	Nazia Bibi		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43278	Nazma Akther	"3724 Columbia Pike  Apt 6, ARLINGTON, VA  22204"	Local Ordinance Approved FDH	Not Available	38.8600989	-77.0954682	(703) 495-7086		"Jan. 16, 2019"	Nazma Akther		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43465	Nevin Ertekin	"6516 Tower Drive, ALEXANDRIA, VA  22306"	Local Ordinance Approved FDH	Not Available	38.7755095	-77.0852457	(571) 329-0082		"Feb. 14, 2019"	Nevin Ertekin		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43993	Nilufa Easmin	"2252 N Beauregard Street, ALEXANDRIA, VA  22311"	Local Ordinance Approved FDH	Not Available	38.8346439	-77.1160427	(571) 201-3449		28-May-19	Nilufa Easmin		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43560	Nisreen Mohamed	"3800 Powell Lane, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.8420133	-77.1433084	(703) 398-6010		"Oct. 31, 2018"	Nisreen Mohamed		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43451	Oneida Funez	"1257 Springtide Place, HERNDON, VA  20170"	Local Ordinance Approved FDH	Not Available	38.966038	-77.406471	(571) 471-6268		"Oct. 31, 2018"	Oneida Funez		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43604	Pamela Dixon	"14727 Flower Hill Drive, CENTREVILLE, VA  20120"	Local Ordinance Approved FDH	Not Available	38.849608	-77.456069	(703) 815-8381		1-Apr-19	Pamela Dixon		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
42628	Parveen Akther	"3426 Diehl Court, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.853673	-77.127914	(703) 671-9031		"Dec. 11, 2018"	Parveen Akther		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43330	Parven Akhter	"519 NO Armistead Street Apt 201, ALEXANDRIA, VA  22312"	Local Ordinance Approved FDH	Not Available	38.8225496	-77.1338547	(703) 300-9562		"Oct. 31, 2018"	Parven Akhter		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
42694	Patricia Chanez	"4922 Sauquoit Lane, ANNANDALE, VA  22003"	Local Ordinance Approved FDH	Not Available	38.817523	-77.218687	(703) 256-2604		"Feb. 16, 2018"	Patricia Chanez		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
42965	Patricia Lopez	"909 N. Van Dorn Street, ALEXANDRIA, VA  22304"	Local Ordinance Approved FDH	Not Available	38.8224231	-77.1249078	(571) 235-3039		"Feb. 13, 2019"	Patricia Lopez		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
44198	Petronila Mata Guzman	"428 Reneau Way, HERNDON, VA  20170"	Local Ordinance Approved FDH	Not Available	38.971314	-77.373099	(703) 725-6908		"Nov. 14, 2018"	Petronila Mata Guzman		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43792	Raquel Martinez	"6034 Mayfair Lane, ALEXANDRIA, VA  22310"	Local Ordinance Approved FDH	Not Available	38.7844788	-77.1265168	(703) 921-0804		5-Mar-19	Raquel Martinez		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43582	Reem Alsaadi	"7406 Marc Drive, FALLS CHURCH, VA  22042"	Local Ordinance Approved FDH	Not Available	38.8628242	-77.2003756	(571) 295-3881		"Oct. 31, 2018"	Reem Alsaadi		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
44118	Rehab Mohamed	"4921 Seminary Road, ALEXANDRIA, VA  22311"	Local Ordinance Approved FDH	Not Available	38.8323675	-77.1113462	(703) 820-2913		"Oct. 3, 2018"	Rehab Mohamed		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43432	Reyna Silva-de-Fuentes	"7735 Donnybrook Court, ANNANDALE, VA  22003"	Local Ordinance Approved FDH	Not Available	38.830189	-77.212812	(703) 750-1461		"Oct. 31, 2018"	Reyna Silva-de-Fuentes		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43809	Rihab Almukhtar	"6514 Nevitt Way, ALEXANDRIA, VA  22315"	Local Ordinance Approved FDH	Not Available	38.752991	-77.168617	(571) 645-1665		6-Mar-19	Rihab Almukhtar		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43513	Rosa Andia	"2885 Lester Lee Co, FALLS CHURCH, VA  22042"	Local Ordinance Approved FDH	Not Available	38.87598	-77.209808	(571) 748-4717		"Oct. 31, 2018"	Rosa Andia		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43657	Rosa Mukherjee	"1838 Peabody Drive, FALLS CHURCH, VA  22043"	Local Ordinance Approved FDH	Not Available	38.9153876	-77.2024531	(703) 848-2372		"Oct. 31, 2018"	Rosa Mukherjee		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43490	Roya Qazei	"4802 Flower Lane, ALEXANDRIA, VA  22310"	Local Ordinance Approved FDH	Not Available	38.7803992	-77.1159088	(703) 719-5527		"Oct. 31, 2018"	Roya Qazei		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43653	Safeena Bibi	"5110 South 8 Road, ARLINGTON, VA  22204"	Local Ordinance Approved FDH	Not Available	38.8562713	-77.1145828	No phone number available		"Feb. 15, 2019"	Safeena Bibi		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43747	Safieh Jama	"7863 Patriot Drive, ANNANDALE, VA  22003"	Local Ordinance Approved FDH	Not Available	38.828019	-77.214467	(703) 347-2421		"Feb. 14, 2019"	Safieh Jama		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
44140	Sandra de Reyes	"11921 Winterthur Lane, RESTON, VA  20191"	Unlicensed/Unregistered FDH	Not Available	38.9385132	-77.359854	(703) 546-6586			Sandra de Reyes		Not Available	Pernille  Brandt:    (703) 203-8659	No
44149	Sandra de Reyes	"11921 Winterthur Lane, RESTON, VA  20191"	Local Ordinance Approved FDH	Not Available	38.9385132	-77.359854	(703) 546-6586		"Nov. 6, 2018"	Sandra de Reyes		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43371	Sandra Mosquera	"7362 Arlington BLVD, FALLS CHURCH, VA  22042"	Local Ordinance Approved FDH	Not Available	38.8665984	-77.1987951	(571) 344-5620		2-May-19	Sandra Mosquera		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43566	Seema Llyas	"5110 8th Road Apt 511, ARLINGTON, VA  22204"	Local Ordinance Approved FDH	Not Available	38.8562713	-77.1145828	(571) 970-6270		"Feb. 27, 2019"	Seema Llyas		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43271	Shaista Khan	"2410 Fort Drive, ALEXANDRIA, VA  22303"	Local Ordinance Approved FDH	Not Available	38.7873468	-77.0730628	(571) 205-3962		"Oct. 31, 2018"	Shaista Khan		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
44497	Shaista Khan	"1404 N. Beauregard Street, ALEXANDRIA, VA  22311"	Local Ordinance Approved FDH	Not Available	38.8280786	-77.1266887	(571) 970-5562		16-Apr-19	Shaista Khan		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43421	"Rahim, Shaista"	"3245 Rio Drive Apt 602, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.8583856	-77.1488819	(571) 501-5737		"Oct. 31, 2018"	"Rahim, Shaista"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
42676	Shakera Morris	"21607 Pannill Street, PETERSBURG, VA  23803"	Unlicensed/Unregistered FDH	Not Available	37.2327487	-77.4235575	(347) 344-8992		"Oct. 31, 2018"	Shakera Morris		Not Available	Vernon C Porter:    (804) 662-9771	Yes
43557	Shamsia Popal	"994 Branch Drive, HERNDON, VA  20170"	Local Ordinance Approved FDH	Not Available	38.9759466	-77.3894566	(703) 796-0104		"Oct. 31, 2018"	Shamsia Popal		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43607	Shazia Tahir	"6143 Leesburg Pike Apt 501, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.8590139	-77.1477451	(703) 578-0671		"Oct. 31, 2018"	Shazia Tahir		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
44801	Siham Mohamed Abdelmagid	"6426 Wingate Street, ALEXANDRIA, VA  22312"	Local Ordinance Approved FDH	Not Available	38.8230676	-77.1485033	(703) 623-4964			Siham Mohamed Abdelmagid		Not Available	Sharlene  Sawyer:    (571) 389-0519	No
43477	Silvia Carmona	"3047 Patrick Henry Drive 201, FALLS CHURCH, VA  22044"	Local Ordinance Approved FDH	Not Available	38.865613	-77.147674	(703) 789-2951		6-Mar-19	Silvia Carmona		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43486	Silvia Escobar	"3007 Graham Road, FALLS CHURCH, VA  22042"	Local Ordinance Approved FDH	Not Available	38.8695194	-77.1925706	(202) 549-9736		12-Mar-19	Silvia Escobar		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43315	Sonia Arancivia-Sejas	"4277 Airline Parkway, CHANTILLY, VA  20151"	Local Ordinance Approved FDH	Not Available	38.8962114	-77.4570452	(703) 861-5395		15-Apr-19	Sonia Arancivia-Sejas		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43999	Suraya Omerzad	"6040 Richmond Hwy, ALEXANDRIA, VA  22303"	Local Ordinance Approved FDH	Not Available	38.7865066	-77.0706753	(703) 608-5671			Suraya Omerzad		Not Available	Pernille  Brandt:    (703) 203-8659	No
43192	Surriya Fiaz	"4518 Pinecrest Heights Drive, ANNANDALE, VA  22003"	Local Ordinance Approved FDH	Not Available	38.827236	-77.174308	(571) 337-5229		"Feb. 25, 2019"	Surriya Fiaz		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43602	Susana Villatoro	"3245 Rio Drive Apt 808, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.8583856	-77.1488819	(703) 746-8540		"Oct. 31, 2018"	Susana Villatoro		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43297	"Muna, Sweety"	"3533 Leesburg Court Apt 104, ALEXANDRIA, VA  22302"	Local Ordinance Approved FDH	Not Available	38.8482122	-77.1167241	(571) 276-6636		"Oct. 31, 2018"	"Muna, Sweety"		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43979	Syeda Alamara	"101 South Whiting Street, ALEXANDRIA, VA  22304"	Local Ordinance Approved FDH	Not Available	38.8138374	-77.1375957	(571) 402-8982		"Aug. 13, 2019"	Syeda Alamara		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
44091	Syeda Fatima	"4337 Wedgewood Drive, ANNANDALE, VA  22003"	Local Ordinance Approved FDH	Not Available	38.831061	-77.2063695	(703) 593-4539		"Sept. 28, 2018"	Syeda Fatima		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43535	Taina Branch	"7940 Sausalito Place, ALEXANDRIA, VA  22309"	Local Ordinance Approved FDH	Not Available	38.7393934	-77.0995474	(703) 799-0182		"Oct. 31, 2018"	Taina Branch		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
42705	Talaya Turner	"1120 James Madison Circle, FREDERICKSBURG, VA  22405"	Unlicensed/Unregistered FDH	Not Available	38.3424209	-77.4549926	(540) 891-4012		"Oct. 19, 2018"	Talaya Turner		Not Available	Shawanda M Henderson:    (540) 216-1434	Yes
43088	Tallat Asif	"5807 Merton Court, ALEXANDRIA, VA  22311"	Local Ordinance Approved FDH	Not Available	38.8298152	-77.1266292	(703) 500-6105		"Oct. 31, 2018"	Tallat Asif		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43515	Tania Paredes	"6003 Callaway Cort, CENTREVILLE, VA  20121"	Local Ordinance Approved FDH	Not Available	38.8353908	-77.4382855	(571) 337-2888		"Dec. 7, 2018"	Tania Paredes		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43430	Theresa Boateng	"3707 Rolling Hills Ave, ALEXANDRIA, VA  22309"	Local Ordinance Approved FDH	Not Available	38.7374579	-77.0959508	(703) 780-6366		"Oct. 31, 2018"	Theresa Boateng		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
42713	Tsige Mekonen	"12150 Beaverwood Place, WOODBRIDGE, VA  22192"	Unlicensed/Unregistered FDH	Not Available	38.690282	-77.305652	(571) 432-6498		"Oct. 23, 2018"	Tsige Mekonen		Not Available	Shawanda M Henderson:    (540) 216-1434	Yes
43313	Vilma Escobar	"2819 Fairhaven Avenue, ALEXANDRIA, VA  22303"	Local Ordinance Approved FDH	Not Available	38.7865247	-77.0811566	(703) 347-6970		11-Apr-19	Vilma Escobar		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43208	Waine Habte	"3701 Lacy Boulevard,  Apt 234, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.844246	-77.1329512	(202) 669-7698		28-May-19	Waine Habte		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43243	Yanira Mejia	"1006 Saber Lane, HERNDON, VA  20170"	Local Ordinance Approved FDH	Not Available	38.977686	-77.389583	(703) 437-5029		12-Mar-19	Yanira Mejia		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43539	Yasmeen Ahmad	"9856 Hagel Court, LORTON, VA  22079"	Local Ordinance Approved FDH	Not Available	38.697379	-77.216528	(703) 672-6894		"Jan. 31, 2019"	Yasmeen Ahmad		Not Available	Pamela  Sneed:    (703) 479-4704	Yes
44046	Yeni Velasquez	"2463 Masons Ferry Drive, HERNDON, VA  20171"	Local Ordinance Approved FDH	Not Available	38.9480406	-77.4080622	(571) 643-0258		"Oct. 3, 2018"	Yeni Velasquez		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43244	Yolanda Ovando	"3615 Malibu Circle, Apt 102, FALLS CHURCH, VA  22041"	Local Ordinance Approved FDH	Not Available	38.8461578	-77.142422	(703) 933-0462		"Nov. 13, 2018"	Yolanda Ovando		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
43364	Yvonne Agyei	"8422 Graves Street Apt 301, ALEXANDRIA, VA  22309"	Local Ordinance Approved FDH	Not Available	38.7290201	-77.1106053	(703) 360-2793		"Oct. 31, 2018"	Yvonne Agyei		Not Available	Pamela  Sneed:    (703) 479-4704	Yes
43383	Zaharat Yousif	"3139 Monticello Drive, FALLS CHURCH, VA  22042"	Local Ordinance Approved FDH	Not Available	38.8673824	-77.1982304	(571) 224-3721		"Oct. 31, 2018"	Zaharat Yousif		Not Available	Sharlene  Sawyer:    (571) 389-0519	Yes
43629	Zebiba Ahmed Abuye	"5810 Sanger Avenue, ALEXANDRIA, VA  22311"	Local Ordinance Approved FDH	Not Available	38.827768	-77.1306259	(571) 277-9010		"Feb. 20, 2019"	Zebiba Ahmed Abuye		Not Available	Pernille  Brandt:    (703) 203-8659	Yes
